millis(),ID,Length,Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7
20522,0x1E12FF10,0
20574,0x1610FF10,0
20625,0xAF87170,3,00,00,00
20678,0x12F85050,4,00,00,00,00
20731,0x12F85050,4,00,00,00,00
20784,0xEF81510,1,00
20836,0x12F83210,1,00
20888,0x12F83130,1,00
20941,0xAF87170,3,00,00,00
20993,0x12F85050,4,00,00,00,00
21046,0x12F85050,4,00,00,00,00
21099,0xEF81510,1,00
21151,0x12F83210,1,00
21203,0xAF87070,2,00,00
21256,0xAF87170,3,00,00,00
21308,0x12F85050,4,00,00,00,00
21361,0x12F85050,4,00,00,00,00
21414,0xEF81510,1,00
21466,0x12F83210,1,00
21519,0xAF87170,3,00,00,00
21571,0x1610FF50,0
21623,0x12F85050,4,00,00,00,00
21676,0x12F85050,4,00,00,00,00
21729,0x12F83210,1,00
21781,0x12F85150,2,40,00
21834,0xAF87170,3,00,00,00
21886,0x12F85050,4,00,00,00,00
21940,0x12F85050,4,00,00,00,00
21992,0xEF81510,1,00
22045,0x12F83210,1,00
22097,0x12F83130,1,00
22149,0xAF87170,3,00,00,00
22202,0x12F85050,4,00,00,00,00
22255,0x12F85050,4,00,00,00,00
22308,0xEF81510,1,00
22360,0x12F83210,1,00
22412,0xAF87170,3,00,00,00
22464,0x12F85050,4,00,00,00,00
22567,0x1610FF50,0
22619,0xEF81510,1,00
22671,0x12F81010,2,00,00
22724,0xAF81111,2,00,00
22776,0x12F85050,4,00,00,00,00
22879,0x12F85050,4,00,00,00,00
22932,0x12F83210,1,00
22984,0xEF81430,1,00
23037,0xAF81111,2,00,00
23089,0x12F85050,4,00,00,00,00
23142,0x12F85050,4,00,00,00,00
23195,0xEF81510,1,00
23247,0x12F83210,1,00
23299,0x12F83130,1,00
23351,0xAF81111,2,00,00
23404,0x12F85050,4,00,00,00,00
23457,0x12F85050,4,00,00,00,00
23510,0xEF81510,1,00
23562,0x12F83210,1,00
23614,0xAF87170,3,00,00,00
23667,0xAF81111,2,00,00
23719,0x12F85050,4,00,00,00,00
23772,0x12F85050,4,00,00,00,00
23825,0x12F83210,1,00
23877,0x12F85150,2,00,00
23930,0xAF81111,2,00,00
23982,0x12F85050,4,00,00,00,00
24085,0x12F85050,4,00,00,00,00
24138,0x12F83210,1,00
24190,0x12F85050,4,00,00,00,00
24243,0xAF81111,2,00,00
24296,0x12F85050,4,00,00,00,00
24349,0x12F85050,4,00,00,00,00
24402,0xEF81510,1,00
24454,0x12F83210,1,00
24506,0xAF87070,2,00,00
24558,0xAF81111,2,00,00
24611,0x12F85050,4,00,00,00,00
24664,0x12F85050,4,00,00,00,00
24717,0xEF81510,1,00
24769,0x12F81010,2,00,00
24821,0xAF87170,3,00,00,00
24874,0xAF81111,2,00,00
24926,0x12F85050,4,00,00,00,00
24979,0x12F85050,4,00,00,00,00
25032,0x12F83210,1,00
25084,0xEF81430,1,00
25136,0xAF87170,3,00,00,00
25189,0x12F85050,4,00,00,00,00
25242,0x12F85050,4,00,00,00,00
25295,0xEF81510,1,00
25347,0x12F83210,1,00
25399,0x12F85050,4,00,00,00,00
25452,0xAF81111,2,00,00
25505,0x12F85050,4,00,00,00,00
25558,0x12F85050,4,00,00,00,00
25611,0xEF81510,1,00
25663,0x12F83210,1,00
25715,0xAF87170,3,00,00,00
25768,0xAF81111,2,00,00
25820,0x12F85050,4,00,00,00,00
25873,0x12F85050,4,00,00,00,00
25926,0x12F83210,1,00
25978,0x12F81010,2,00,00
26031,0xAF87170,3,00,00,00
26083,0xAF81111,2,00,00
26136,0x12F85050,4,00,00,00,00
26189,0x12F85050,4,00,00,00,00
26242,0x12F83210,1,00
26294,0x12F85050,4,00,00,00,00
26347,0xAF87170,3,00,00,00
26400,0x12F85050,4,00,00,00,00
26453,0x12F85050,4,00,00,00,00
26505,0xEF81510,1,00
26558,0x12F83210,1,00
26610,0xAF87170,3,00,00,00
26662,0xAF81111,2,00,00
26715,0x12F85050,4,00,00,00,00
26768,0x12F85050,4,00,00,00,00
26821,0x12F83210,1,00
26873,0x12F81010,2,00,00
26925,0xAF87170,3,00,00,00
26978,0xAF81111,2,00,00
27030,0x12F85050,4,00,00,00,00
27083,0x12F85050,4,00,00,00,00
27136,0x12F83210,1,00
27189,0x12F83130,1,00
27241,0xAF87170,3,00,00,00
27293,0x12F85050,4,00,00,00,00
27346,0x12F85050,4,00,00,00,00
27399,0xEF81510,1,00
27451,0x12F83210,1,00
27504,0xAF87070,2,00,00
27556,0xAF87170,3,00,00,00
27609,0x1211FF10,0
43826,0x1E12FF50,0
43878,0x1E12FF50,0
43930,0xAF87170,3,00,00,00
43983,0x12F85050,4,00,00,00,00
44086,0x12F85050,4,00,00,00,00
44139,0xEF81510,1,00
44191,0x12F85150,2,40,00
44243,0xAF87170,3,00,00,00
44296,0x12F85050,4,00,00,00,00
44399,0x12F85050,4,00,00,00,00
44452,0x12F83210,1,00
44504,0xAF81111,2,00,00
44557,0xAF87170,3,00,00,00
44609,0x12F85050,4,00,00,00,00
44662,0x12F85050,4,00,00,00,00
44715,0xEF81510,1,00
44767,0x12F83210,1,00
44820,0xAF87070,2,00,00
44872,0xAF87170,3,00,00,00
44925,0x12F85050,4,00,00,00,00
44978,0x12F85050,4,00,00,00,00
45031,0xEF81510,1,00
45083,0x12F83210,1,00
45135,0xAF87170,3,00,00,00
